namespace,pod,container,timestamp,cpu_usage,mem_usage
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603060000,0.833345429813001,0.2625370025634765
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603120000,0.9998419962631208,0.6411946614583334
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603180000,1.0010794057879442,0.6543350219726562
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603240000,1.0015226459476982,0.9056339263916016
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603300000,1.000744159509202,0.7539535522460937
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603360000,0.8127812270856488,0.3947505950927734
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603420000,0.5025260175764904,0.1689109802246093
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603480000,0.9997576975519356,0.3635711669921875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603540000,0.9483911754990576,0.2832164764404297
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603600000,0.998557994466954,0.3546829223632812
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603660000,0.9972822979180171,0.3352699279785156
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603720000,0.8805277226778804,0.2871017456054687
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603780000,0.998044019895894,0.3982747395833333
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603840000,0.9987148227712138,0.5626125335693359
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603900000,0.9966530153599188,0.536938985188802
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731603960000,0.9989029366468594,0.4077194213867187
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604020000,0.9976710689440448,0.3997020721435547
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604080000,0.9981843653216556,0.4486713409423828
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604140000,0.8134751911261996,0.4738883972167969
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604200000,0.81479729728065,0.2812156677246094
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604260000,0.8356981452795935,0.2818946838378906
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604320000,0.7932357056814998,0.2918497721354167
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604380000,0.6957998833415634,0.2837257385253906
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604440000,0.857637669598878,0.2824432373046875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604500000,0.8421114338918139,0.2861957550048828
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604560000,0.8591979041308089,0.2825527191162109
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604620000,0.8119185576506258,0.2876434326171875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604680000,0.8443585570182284,0.2795619964599609
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604740000,0.8427521713617598,0.289154052734375
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604800000,0.8408990222775152,0.282012939453125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604860000,0.8442523282046572,0.2845535278320312
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604920000,0.9385890937328484,0.3470993041992187
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731604980000,1.0001067005767466,0.9445144653320312
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605040000,0.0,0.1585464477539062
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605100000,0.0,0.158538818359375
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605160000,0.0,0.158538818359375
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605220000,0.4150571649548815,0.2005869547526041
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605280000,0.8450696604693699,0.2760391235351562
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605340000,0.8573374619962139,0.2771784464518229
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605400000,0.8465771876411857,0.2697723388671875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605460000,1.0023401006725754,0.6732508341471354
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605520000,0.8159464414016796,0.2996871948242187
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605580000,0.7094640554607359,0.2770366668701172
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605640000,0.7182035646151598,0.3128795623779297
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605700000,0.8940257385998739,0.3888511657714844
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605760000,0.5423010121039841,0.3891563415527344
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605820000,0.6012225386418842,0.3689193725585937
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605880000,0.1422833243956507,0.2296600341796875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731605940000,4.053566928434882e-06,0.195526123046875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606000000,0.0,0.195447285970052
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606060000,7.82572637280922e-05,0.1943130493164062
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606120000,0.0001728291810156,0.1938629150390625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606180000,0.0202605081000001,0.1983515421549479
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606240000,0.502426434752925,0.2761650085449219
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606300000,0.510668373429245,0.2682266235351562
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606360000,0.5695714014476867,0.2718887329101562
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606420000,0.6428878967702011,0.267987569173177
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606480000,0.3489393896515239,0.26788330078125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606540000,0.5472212605576615,0.2677783966064453
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606600000,0.4315953780599657,0.2656402587890625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606660000,0.4262576997133042,0.2674121856689453
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606720000,0.4597441322241109,0.2647272745768229
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606780000,0.5740010427676454,0.2674922943115234
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606840000,0.5669962301226257,0.26444091796875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606900000,0.604657237069226,0.2677059173583984
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731606960000,0.5467136618522493,0.2686138153076172
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607020000,0.5206644251132388,0.2666206359863281
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607080000,0.594331765687087,0.2663230895996094
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607140000,0.5209709275155422,0.2673149108886719
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607200000,0.5681611018439047,0.2688369750976562
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607260000,0.4556308806211022,0.262216567993164
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607320000,0.4373024980758138,0.2626152038574219
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607380000,0.4135895784343269,0.2640838623046875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607440000,0.5930021534467949,0.2647705078125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607500000,0.5497875801028143,0.2639827728271484
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607560000,0.4389285945810567,0.2645912170410156
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607620000,0.4104942030999009,0.2639636993408203
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607680000,0.2216443506211559,0.2673441569010417
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607740000,0.7872959107421302,0.2695732116699219
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607800000,0.5006244022373989,0.2645683288574219
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607860000,0.49342086435316,0.2633895874023437
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607920000,0.7229526149727136,0.2663745880126953
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731607980000,0.5166551952464343,0.2689456939697265
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608040000,0.6092802306534281,0.2665672302246094
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608100000,0.4645799679550317,0.2653249104817708
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608160000,0.4010398123907972,0.2595596313476562
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608220000,0.6838622622972894,0.26580810546875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608280000,0.6034553553214387,0.2669219970703125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608340000,0.6742818121269767,0.2632465362548828
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608400000,0.5991370580138576,0.2660350799560547
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608460000,0.7508790561031181,0.2628898620605469
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608520000,0.4562203812989754,0.2644454956054687
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608580000,0.5300124438523662,0.268658447265625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608640000,0.4944028158230872,0.2635078430175781
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608700000,0.5888014706929103,0.2631022135416667
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608760000,0.7396472326963379,0.2699756622314453
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608820000,0.3895928112278127,0.2704976399739583
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608880000,0.4914236810336176,0.265142822265625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731608940000,0.6332124625197484,0.2762336730957031
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609000000,0.9989197711201712,0.7257080078125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609060000,0.4910914276720556,0.444732666015625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609120000,7.194413204163879e-06,0.1676381429036458
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609180000,0.0002397844329563,0.1676788330078125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609240000,4.699426731098121e-06,0.1677017211914062
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609300000,0.0291646423478474,0.1740245819091797
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609360000,0.4568133873252331,0.312601089477539
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609420000,0.310671839870431,0.2738723754882812
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609480000,0.260534347927961,0.2729156494140625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609540000,0.2548028220498691,0.273297119140625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609600000,0.3667377993847242,0.2732315063476562
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609660000,0.2855928738534395,0.2699031829833984
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609720000,0.202551243268914,0.2701339721679687
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609780000,0.4746228827538488,0.2740154266357422
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609840000,0.3665234464558215,0.27330322265625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609900000,0.2061003533636494,0.2773183186848958
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731609960000,0.2735898944090604,0.27154541015625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610020000,0.3228186966091195,0.2738227844238281
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610080000,0.5218234004257977,0.2787075042724609
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610140000,0.3274272869970828,0.2734146118164062
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610200000,0.3522111344064546,0.2752532958984375
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610260000,0.1967316573731668,0.2741546630859375
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610320000,0.2340544833598983,0.2733383178710937
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610380000,0.1860704247407597,0.2747249603271484
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610440000,0.238466851921212,0.2709331512451172
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610500000,0.4052216243585282,0.2715587615966797
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610560000,0.2378511129328147,0.2771652221679687
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610620000,0.2341692090635193,0.2749214172363281
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610680000,0.2893099476184073,0.2729625701904297
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610740000,0.4294220717580239,0.2817363739013672
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610800000,0.3997743520316539,0.2742919921875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610860000,0.3874407388708339,0.274237060546875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610920000,0.2583192247011087,0.2740834554036458
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731610980000,0.4241525038833501,0.2719478607177734
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611040000,0.2354940390462594,0.2719650268554687
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611100000,0.3794809105639758,0.2704792022705078
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611160000,0.2511801389893056,0.2829036712646484
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611220000,0.2962217281146589,0.2726573944091797
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611280000,0.4963179287932381,0.273712158203125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611340000,0.2900071179927678,0.2722892761230469
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611400000,0.4219251789143676,0.2766304016113281
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611460000,0.2419091820025337,0.2762807210286458
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611520000,0.2231674478256118,0.2724639892578125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611580000,0.1956551229999832,0.2738545735677083
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611640000,0.4153644097164883,0.2747146606445312
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611700000,0.217867677019171,0.273355484008789
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611760000,0.3328669339583749,0.2728080749511719
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611820000,0.3286122012163004,0.271249771118164
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611880000,0.2801232250582098,0.2712173461914062
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731611940000,0.2763837476378173,0.2683893839518229
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612000000,0.4520413016371233,0.276824951171875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612060000,0.3558687841958097,0.2746238708496094
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612120000,0.4330929086321161,0.2729059855143229
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612180000,0.5382305191401076,0.2746620178222656
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612240000,0.2641531347205118,0.2740230560302734
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612300000,0.3766154774699179,0.2719917297363281
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612360000,0.2362114525335902,0.2747383117675781
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612420000,0.4164578599256371,0.2800033569335937
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612480000,0.1164038754000102,0.2685089111328125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612540000,0.3898185874653022,0.2751750946044922
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612600000,0.3210845140813223,0.2721888224283854
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612660000,0.2238094498045315,0.2770370483398437
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612720000,0.3897851779647791,0.2730712890625
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612780000,0.266674740154638,0.2715892791748047
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612840000,0.3073249542941041,0.2722530364990234
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612900000,0.3100351296853235,0.2694416046142578
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731612960000,0.3901727466328963,0.2749824523925781
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613020000,0.4374713803288823,0.2769069671630859
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613080000,0.1915192645525321,0.2742595672607422
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613140000,0.0837905309545403,0.2713750203450521
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613200000,0.3339330220134484,0.2742691040039062
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613260000,0.0999778234235822,0.2773284912109375
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613320000,0.2698621593774846,0.2743326822916667
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613380000,0.2258947364034275,0.2713871002197265
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613440000,0.3852136213725882,0.2752761840820312
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613500000,0.286407620786107,0.2767391204833984
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613560000,0.3682945934853111,0.2707122802734375
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613620000,0.3126196827267046,0.2725830078125
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613680000,0.3020304558609887,0.2700462341308594
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613740000,0.212609629148718,0.2710342407226562
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613800000,0.2955449032755535,0.2710800170898437
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613860000,0.1421967386249606,0.2703132629394531
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613920000,0.308033495287273,0.2736129760742187
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731613980000,0.1656198246346544,0.2721824645996094
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731614040000,0.2959001415366591,0.2713623046875
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731614100000,0.2651325030739571,0.2741222381591797
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731614160000,0.2740421561175796,0.2734584808349609
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731614220000,0.4364355456778619,0.2772178649902344
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731614280000,0.3732217163126384,0.2744979858398437
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731614340000,0.1513933520021283,0.2766151428222656
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731614400000,0.2729697783169207,0.2734851837158203
free5gc,free5gc-amf-7cbccff989-bbx5m,amf,1731614460000,0.3385180719044214,0.2738555908203125
